"time","summary","icon","sunriseTime","sunsetTime","moonPhase","precipIntensity","precipIntensityMax","precipIntensityMaxTime","precipProbability","precipType","temperatureHigh","temperatureHighTime","temperatureLow","temperatureLowTime","apparentTemperatureHigh","apparentTemperatureHighTime","apparentTemperatureLow","apparentTemperatureLowTime","dewPoint","humidity","pressure","windSpeed","windGust","windGustTime","windBearing","cloudCover","uvIndex","uvIndexTime","visibility","ozone","temperatureMin","temperatureMinTime","temperatureMax","temperatureMaxTime","apparentTemperatureMin","apparentTemperatureMinTime","apparentTemperatureMax","apparentTemperatureMaxTime"
2019-04-12 18:30:00,"Partly cloudy throughout the day.","partly-cloudy-day",2019-04-13 00:32:53,2019-04-13 13:02:36,0.27,4e-04,0.0018,1555169400,0.04,"rain",101.75,2019-04-13 08:30:00,79.2,2019-04-13 23:30:00,101.75,1555144200,79.2,1555198200,61.55,0.51,1008.58,4.99,17.99,1555093800,127,0.35,11,1555140600,6.61,263.58,72.89,1555115400,101.75,1555144200,74.37,1555115400,101.75,1555144200
2019-04-13 18:30:00,"Partly cloudy starting in the afternoon.","partly-cloudy-night",2019-04-14 00:32:09,2019-04-14 13:02:49,0.31,3e-04,0.002,1555230600,0.03,"rain",103.4,2019-04-14 08:30:00,78.32,2019-04-14 23:30:00,103.4,1555230600,78.32,1555284600,51.19,0.27,1007.92,2.96,17.92,1555263000,160,0.36,13,1555223400,10,263.88,79.2,1555198200,103.4,1555230600,79.2,1555198200,103.4,1555230600
2019-04-14 18:30:00,"Mostly cloudy starting in the evening.","partly-cloudy-night",2019-04-15 00:31:27,2019-04-15 13:03:02,0.35,2e-04,0.001,1555338600,0.04,"rain",103.89,2019-04-15 08:30:00,75.51,2019-04-15 23:30:00,103.89,1555317000,75.51,1555371000,50.02,0.26,1007.87,7.03,20.65,1555273800,183,0.42,13,1555309800,10,265.39,78.32,1555284600,103.89,1555317000,78.32,1555284600,103.89,1555317000
2019-04-15 18:30:00,"Mostly cloudy in the morning.","partly-cloudy-night",2019-04-16 00:30:45,2019-04-16 13:03:16,0.39,3e-04,0.002,1555407000,0.05,"rain",101.93,2019-04-16 08:30:00,74.67,2019-04-16 23:30:00,101.93,1555403400,74.98,1555457400,53.4,0.32,1007.95,4.39,21.74,1555435800,149,0.3,13,1555396200,10,266.46,75.51,1555371000,101.93,1555403400,75.51,1555371000,101.93,1555403400
2019-04-16 18:30:00,"Partly cloudy starting in the evening.","partly-cloudy-night",2019-04-17 00:30:03,2019-04-17 13:03:30,0.42,5e-04,0.0017,1555504200,0.03,"rain",101.56,2019-04-17 09:30:00,77.08,2019-04-17 23:30:00,101.56,1555493400,77.13,1555543800,57.09,0.39,1008.45,3.98,22.01,1555439400,139,0.07,14,1555482600,10,262.52,74.67,1555457400,101.56,1555493400,74.98,1555457400,101.56,1555493400
2019-04-17 18:30:00,"Partly cloudy starting in the afternoon.","partly-cloudy-night",2019-04-18 00:29:22,2019-04-18 13:03:44,0.46,0.0016,0.0046,1555590600,0.13,"rain",101.85,2019-04-18 09:30:00,76.43,2019-04-18 23:30:00,102.27,1555576200,77.29,1555630200,60.71,0.41,1007.78,4.2,22.12,1555525800,139,0.39,13,1555569000,10,259.43,77.08,1555543800,101.85,1555579800,77.13,1555543800,102.27,1555576200
2019-04-18 18:30:00,"Partly cloudy starting in the afternoon, continuing until evening.","partly-cloudy-day",2019-04-19 00:28:42,2019-04-19 13:03:59,0.51,0.0021,0.0098,1555695000,0.15,"rain",101.29,2019-04-19 09:30:00,77.01,2019-04-19 23:30:00,101.3,1555666200,77.96,1555716600,63.95,0.47,1006.47,6.42,19.91,1555691400,140,0.3,13,1555655400,10,257.36,76.43,1555630200,101.29,1555666200,77.29,1555630200,101.3,1555666200
2019-04-19 18:30:00,"Clear throughout the day.","clear-day",2019-04-20 00:28:02,2019-04-20 13:04:14,0.54,0.0038,0.0127,1555716600,0.12,"rain",103.75,2019-04-20 09:30:00,78.78,2019-04-20 23:30:00,103.75,1555752600,79.89,1555803000,58.14,0.41,1005.54,3.79,18.83,1555698600,175,0.01,14,1555741800,10,258,77.01,1555716600,103.75,1555752600,77.96,1555716600,103.75,1555752600
