"","UserId","Review Text","Rating","Time","Reviews Count","Followers Count","Photos Count"
"1","51603494","I ordered two different items but i received the food that tastes similar looks similar and the taste was real wierd. Even the way it looked wasn't good.",1,"2019-04-28 19:21:40",1,1,0
"2","44760237","Ordered take away. Food was of very good taste and quality.
Packaging can be improved. Prices seemed pretty competitive, and the quantity was very sumptuous.",5,"2019-01-27 07:15:13",5,2,0
