"","UserId","Review Text","Rating","Time","Reviews Count","Followers Count","Photos Count"
"1","52862681","This is a place where a bunch of friends can hang out with out any boredom and entertaining their tummys as well. A group of 6 can have gud fun without much loss of penny, it cost us 5000 without drinks and the food is yummy....! ",5,"2019-04-21 11:41:09",1,52,0
