"","UserId","Review Text","Rating","Time","Reviews Count","Followers Count","Photos Count"
"1","30684285","Ordered one thali, quantity is very low. Its like a meal for kids. Tastes is also not that much. Pleae improve the quantity and quality of the food.",1,"2019-01-24 16:04:54",1,29,0
"2","74577580","I ordered Biryani and Roti with Kadai Veg. I like the deals provided b6 the restaurant and the food is also nice. Please give more promotions and making good food.",5,"2019-01-13 21:46:58",1,0,0
