"UserId","Review Text","Rating","Time","Reviews Count","Followers Count","Photos Count"
"46097980","The juices are pure fresh and cold pressed as promissed, Their pricing is very economical compared to other cold pressed juices in Hyderabad. Perfect products for health enthusiasts and fitness freaks",5,"2019-04-18 09:37:58",1,16,0
