TIME,ETH,BTC,LTC,TOTAL
2019-06-14 08:02:02,8297.70172,260.289384,141.29463499999997,8699.285738999999
2019-06-14 08:09:28,8306.8502,260.545534,141.164159,8708.559893000001
2019-06-14 08:09:32,8307.224639999999,260.545534,141.164159,8708.934333
2019-06-14 08:17:51,8311.161320000001,260.688978,141.066302,8712.9166
2019-06-14 08:25:52,8301.90152,259.818068,140.78360399999997,8702.503192
2019-06-14 08:25:57,8301.638400000002,259.818068,140.707493,8702.163961000002
2019-06-14 08:29:32,8304.81608,260.166432,140.74011199999998,8705.722624
